source_url,target_url,status
/2018/02/how-to-remove-file-from-last-commit.html,/posts/2018/how-to-remove-file-from-last-commit/,301
/2018/09/switching-to-universal-ctags.html,/posts/2018/switching-to-universal-ctags/,301
/2018/09/delivering-cron-emails-to-gmail-in-rhel.html,/posts/2018/delivering-cron-emails-to-gmail-in-rhel/,301
/2018/02/hidden-gem-of-fedora-virt-builder.html,/posts/2018/hidden-gem-of-fedora-virt-builder/,301
/2018/02/on-generating-kickstart-passwords.html,/posts/2018/on-generating-kickstart-passwords/,301
/2018/02/accessing-libvirt-vms-via-telnet.html,/posts/2018/accessing-libvirt-vms-via-telnet/,301
/2018/03/tracing-ruby-apps-with-pcp.html,/posts/2018/tracing-ruby-apps-with-pcp/,301
/2018/09/capturing-ruby-backtrace-in-sublime-text-3.html,/posts/2018/capturing-ruby-backtrace-in-sublime-text-3/,301
/2020/01/wd-idle-time-in-linux.html,/posts/2020/wd-idle-time-in-linux/,301
/2020/01/samba-and-nfs-shared-folder-on-centos8.html,/posts/2020/samba-and-nfs-shared-folder-on-centos8/,301
/2020/10/enable-vaapi-on-intel.html,/posts/2020/enable-vaapi-on-intel/,301
/2020/01/how-to-get-rid-of-activate-web-console-in-centos-8.html,/posts/2020/how-to-get-rid-of-activate-web-console-in-centos-8/,301
/2020/01/messing-with-centos-8-kickstart-in-libvirt.html,/posts/2020/messing-with-centos-8-kickstart-in-libvirt/,301
/2020/10/backup-your-keys-from-authy-to-cleartext.html,/posts/2020/backup-your-keys-from-authy-to-cleartext/,301
/2020/12/swap-mouse-buttons-via-key-shortcut-in-gnome.html,/posts/2020/swap-mouse-buttons-via-key-shortcut-in-gnome/,301
/2020/07/force-pulseaudio-to-ignore-a-card.html,/posts/2020/force-pulseaudio-to-ignore-a-card/,301
/2020/09/creating-windows-10-bootable-usb-drive.html,/posts/2020/creating-windows-10-bootable-usb-drive/,301
/2020/01/aaaa-dns-record-in-libvirt.html,/posts/2020/aaaa-dns-record-in-libvirt/,301
/2020/08/prevent-virt-manager-from-asking-password.html,/posts/2020/prevent-virt-manager-from-asking-password/,301
/2020/01/deploy-photoprism-in-centos-80.html,/posts/2020/deploy-photoprism-in-centos-80/,301
/2020/02/linux-as-a-l2-vlan-switch.html,/posts/2020/linux-as-a-l2-vlan-switch/,301
/2020/01/installing-unifi-controller-on-centos-8.html,/posts/2020/installing-unifi-controller-on-centos-8/,301
/2020/01/setting-a-firewalld-zone-for-libvirt-network.html,/posts/2020/setting-a-firewalld-zone-for-libvirt-network/,301
/2020/03/linux-desktop-notifications-on-your-smart-phone-or-watch.html,/posts/2020/linux-desktop-notifications-on-your-smart-phone-or-watch/,301
/2020/07/restore-windows-efi-boot-entry.html,/posts/2020/restore-windows-efi-boot-entry/,301
/2020/08/asus-b350-plus-efi-settings-for-linux.html,/posts/2020/asus-b350-plus-efi-settings-for-linux/,301
/2020/03/fedora-31-and-amd-radeon-5600-xt.html,/posts/2020/fedora-31-and-amd-radeon-5600-xt/,301
/2020/01/configuring-hdd-to-spin-down-in-linux-via-smart.html,/posts/2020/configuring-hdd-to-spin-down-in-linux-via-smart/,301
/2020/09/overriding-gnome-application-command-arguments.html,/posts/2020/overriding-gnome-application-command-arguments/,301
/2020/09/foreman-development-setup-with-libvirt-2020.html,/posts/2020/foreman-development-setup-with-libvirt-2020/,301
/2020/06/on-git-master-main-and-inclusion.html,/posts/2020/on-git-master-main-and-inclusion/,301
/2020/08/dropping-feedburner---update-rss-atom-url.html,/posts/2020/dropping-feedburner---update-rss-atom-url/,301
/2013/08/execute-command-during-start-with-systemd.html,/posts/2013/execute-command-during-start-with-systemd/,301
/2013/04/extracting-strings-for-gettext-with-vim.html,/posts/2013/extracting-strings-for-gettext-with-vim/,301
/2013/03/migrate-fedora-18-to-lightdm.html,/posts/2013/migrate-fedora-18-to-lightdm/,301
/2013/03/git-in-practice-slides.html,/posts/2013/git-in-practice-slides/,301
/2013/11/how-to-reach-your-fedorarhel-behind-nat.html,/posts/2013/how-to-reach-your-fedorarhel-behind-nat/,301
/2013/02/katello-on-torquebox-talk-from-dev-conf-2013.html,/posts/2013/katello-on-torquebox-talk-from-dev-conf-2013/,301
/2013/03/katello-on-torquebox-talk-recording.html,/posts/2013/katello-on-torquebox-talk-recording/,301
/2013/11/how-to-trim-your-ssd-in-fedora-19.html,/posts/2013/how-to-trim-your-ssd-in-fedora-19/,301
/2013/12/linux-313-on-zyxel-nsa-310.html,/posts/2013/linux-313-on-zyxel-nsa-310/,301
/2013/03/never-lost-your-bash-history-again.html,/posts/2013/never-lost-your-bash-history-again/,301
/2013/04/managing-many-servers-with-foreman.html,/posts/2013/managing-many-servers-with-foreman/,301
/2013/11/how-to-backupmigrate-entire-partitions-easily.html,/posts/2013/how-to-backupmigrate-entire-partitions-easily/,301
/2013/11/installing-win-xp78-in-rhel6-kvm.html,/posts/2013/installing-win-xp78-in-rhel6-kvm/,301
/2013/05/openvpn-root-down-plugin-update-in-fedora-18.html,/posts/2013/openvpn-root-down-plugin-update-in-fedora-18/,301
/2013/03/booting-38-kernels-on-marwell-kirkwood-arm-zyxel-nsa-310.html,/posts/2013/booting-38-kernels-on-marwell-kirkwood-arm-zyxel-nsa-310/,301
/2013/01/faster-backporting-with-git-ssh-and-patch.html,/posts/2013/faster-backporting-with-git-ssh-and-patch/,301
/2013/07/hidden-gems-of-xterm.html,/posts/2013/hidden-gems-of-xterm/,301
/2011/06/spinning-season-has-started.html,/posts/2011/spinning-season-has-started/,301
/2021/01/demux-mux-and-cut-mp4-in-ffmpeg.html,/posts/2021/demux-mux-and-cut-mp4-in-ffmpeg/,301
/2021/04/remap-us-key-next-to-enter-to-enter-in-macos.html,/posts/2021/remap-us-key-next-to-enter-to-enter-in-macos/,301
/2021/01/rhelcentos-8-shim-kernel-signatures.html,/posts/2021/rhelcentos-8-shim-kernel-signatures/,301
/2021/02/thunderbolt-bridge-connection-in-fedora-33.html,/posts/2021/thunderbolt-bridge-connection-in-fedora-33/,301
/2021/11/fedora-silverlight-not-only-for-your-grandma.html,/posts/2021/fedora-silverlight-not-only-for-your-grandma/,301
/2021/02/helper-script-for-easy-cherry-picks-with-git.html,/posts/2021/helper-script-for-easy-cherry-picks-with-git/,301
/2021/08/denormalizing-postgres-join-tables.html,/posts/2021/denormalizing-postgres-join-tables/,301
/2021/03/enable-serial-console-in-libvirt.html,/posts/2021/enable-serial-console-in-libvirt/,301
/2021/02/booting-s390x-libvirt-vms-over-network.html,/posts/2021/booting-s390x-libvirt-vms-over-network/,301
/2021/01/install-rhel-83-for-free-production-use-in-kvm.html,/posts/2021/install-rhel-83-for-free-production-use-in-kvm/,301
/2021/02/installing-unifi-controller-on-fedora-33.html,/posts/2021/installing-unifi-controller-on-fedora-33/,301
/2021/03/the-lounge-web-irc-client-in-fedora.html,/posts/2021/the-lounge-web-irc-client-in-fedora/,301
/2021/03/letsencrypt-a-fedora-server.html,/posts/2021/letsencrypt-a-fedora-server/,301
/2021/01/normalizing-audio-and-video-files.html,/posts/2021/normalizing-audio-and-video-files/,301
/2021/02/raspbery-pi-as-a-brother-print-server.html,/posts/2021/raspbery-pi-as-a-brother-print-server/,301
/2021/11/swap-y-and-z-keys-on-us-keyboard-in-macos.html,/posts/2021/swap-y-and-z-keys-on-us-keyboard-in-macos/,301
/2021/02/use-btrfs-compression-in-fedora-33.html,/posts/2021/use-btrfs-compression-in-fedora-33/,301
/2021/05/finding-the-right-cost-for-bcryptpbkdf2.html,/posts/2021/finding-the-right-cost-for-bcryptpbkdf2/,301
/2021/11/a-sane-vim-configuration-for-fedora.html,/posts/2021/a-sane-vim-configuration-for-fedora/,301
/2021/02/what-is-waking-my-hdd-up-in-linux.html,/posts/2021/what-is-waking-my-hdd-up-in-linux/,301
/2021/04/freeipa-and-foreman-proxy-development-setup.html,/posts/2021/freeipa-and-foreman-proxy-development-setup/,301
/2021/02/journald-on-fedora.html,/posts/2021/journald-on-fedora/,301
/2021/02/disabling-tracker-in-fedora.html,/posts/2021/disabling-tracker-in-fedora/,301
/2021/04/crop-and-resize-video-to-get-rid-of-borders.html,/posts/2021/crop-and-resize-video-to-get-rid-of-borders/,301
/2012/07/new-firstboot-option-in-snap-guest.html,/posts/2012/new-firstboot-option-in-snap-guest/,301
/2012/07/my-git-aliases-again.html,/posts/2012/my-git-aliases-again/,301
/2012/11/writing-katello-upgrade-script.html,/posts/2012/writing-katello-upgrade-script/,301
/2012/08/like-vi-and-mc-try-vifm.html,/posts/2012/like-vi-and-mc-try-vifm/,301
/2012/07/migrated-to-github.html,/posts/2012/migrated-to-github/,301
/2012/11/ruby-19-mri-vs-google-dart-02-tp.html,/posts/2012/ruby-19-mri-vs-google-dart-02-tp/,301
/2012/12/vim-use-case-make-and-quick-fix.html,/posts/2012/vim-use-case-make-and-quick-fix/,301
/2012/11/want-faster-java-startups-in-fedora.html,/posts/2012/want-faster-java-startups-in-fedora/,301
/2012/08/new-in-fedora-17-i3-42-tiling-wm.html,/posts/2012/new-in-fedora-17-i3-42-tiling-wm/,301
/2012/09/ultra-simple-dhcp-and-caching-dns-on-rhel6.html,/posts/2012/ultra-simple-dhcp-and-caching-dns-on-rhel6/,301
/2012/08/html-and-xhtml-built-in-support-in-vim.html,/posts/2012/html-and-xhtml-built-in-support-in-vim/,301
/2012/09/three-way-git-merging-with-meld.html,/posts/2012/three-way-git-merging-with-meld/,301
/2012/08/meaningful-use-of-the-thinkpads-thinkvantage-button.html,/posts/2012/meaningful-use-of-the-thinkpads-thinkvantage-button/,301
/2012/07/initializing-git-repo-with-httpd-anon-access.html,/posts/2012/initializing-git-repo-with-httpd-anon-access/,301
/2012/12/vim-use-case-fast-edit-in-buffers.html,/posts/2012/vim-use-case-fast-edit-in-buffers/,301
/2010/04/techno-vs-schranz-spring-2006.html,/posts/2010/techno-vs-schranz-spring-2006/,301
/2010/04/its-my-space-winter-2008.html,/posts/2010/its-my-space-winter-2008/,301
/2010/04/blue-underground-winter-2007.html,/posts/2010/blue-underground-winter-2007/,301
/2010/04/jump-up-demo-fall-2006.html,/posts/2010/jump-up-demo-fall-2006/,301
/2010/04/cafe-del-jamendo-fall-2007.html,/posts/2010/cafe-del-jamendo-fall-2007/,301
/2010/04/braz-liquidz-spring-2007.html,/posts/2010/braz-liquidz-spring-2007/,301
/2010/04/liquid-nations-1-spring-2008.html,/posts/2010/liquid-nations-1-spring-2008/,301
/2010/04/hlubocky-dnb-spring-2006.html,/posts/2010/hlubocky-dnb-spring-2006/,301
/2010/04/liquidz-spring-2007.html,/posts/2010/liquidz-spring-2007/,301
/2016/08/probing-ruby-20-apps-with-systemtap-in-rhel7.html,/posts/2016/probing-ruby-20-apps-with-systemtap-in-rhel7/,301
/2016/10/xterm-zen-mode.html,/posts/2016/xterm-zen-mode/,301
/2016/02/upgraded-to-jekyll-30.html,/posts/2016/upgraded-to-jekyll-30/,301
/2016/12/improved-the-blog-theme.html,/posts/2016/improved-the-blog-theme/,301
/2016/05/hidden-gem-of-fedora-git-xcleaner.html,/posts/2016/hidden-gem-of-fedora-git-xcleaner/,301
/2016/08/hidden-feature-of-fedora-24-live-pxe-boot.html,/posts/2016/hidden-feature-of-fedora-24-live-pxe-boot/,301
/2016/03/human-readable-name-generator.html,/posts/2016/human-readable-name-generator/,301
/2016/07/brother-mfc-l27000dw-and-fedora-23.html,/posts/2016/brother-mfc-l27000dw-and-fedora-23/,301
